"dutyCycle(v(""/net0129"" ?result ""tran"")  ?mode ""auto""   ?xName ""time""   ?outputType ""plot""  ) X","dutyCycle(v(""/net0129"" ?result ""tran"")  ?mode ""auto""   ?xName ""time""   ?outputType ""plot""  ) Y"
3.78E-08,1.339188329
6.26E-06,55.44578856
1.98E-05,33.67495206
8.02E-05,49.90882524
0.000160194,49.90877364
0.000240194,49.90878763
0.000320194,49.90875199
0.000400194,49.90871737
0.000480194,49.90872319
0.000560194,49.90880736
0.000640194,49.90873958
0.000720194,49.90859004
0.000800194,49.90860776
0.000880194,49.90862316
0.000960194,49.90864426
0.001040194,49.90864125
0.001120194,49.48287912
0.001160194,48.67411101
0.001200194,49.54841255
0.001240194,48.6410079
0.001280194,49.52155256
0.001320194,48.47423103
0.001360194,49.86652679
0.001400194,48.28790276
0.001440194,49.91572764
0.001480194,48.21822958
0.001520194,99.62827202
0.001540278,33.11800646
0.001600194,49.01549203
0.001640194,49.25334096
0.001680194,49.12781073
0.001720194,49.03811825
0.001760194,49.32212404
0.001800194,49.52525025
0.001840194,49.44433851
0.001880194,49.56755272
0.001920194,49.46593519
0.001960194,49.79446757
0.002000194,49.14711871
0.002040194,49.90839625
0.002120194,49.90837515
0.002200194,49.90833648
0.002280194,49.90833662
0.002360194,49.90834461
0.002440194,49.90828377
0.002520194,49.90833626
0.002600194,49.90839025
0.002680194,49.90831885
0.002760194,49.90834328
0.002840194,66.90929583
0.002899867,50.27015171
0.002940157,50.28491175
0.002979859,50.3171952
0.003020128,50.32259928
0.003059858,50.34877708
0.003100104,50.35787493
0.003139854,50.38112932
0.003180081,50.39949162
0.003219843,50.42189906
0.00326006,50.43354325
0.003299837,50.46054453
0.003340034,50.46282174
0.003379839,50.49425979
0.003420006,50.50591623
0.003459833,50.53071224
0.003499983,50.54079628
0.003539829,50.56681471
0.003579959,50.58157585
0.00361982,50.60420612
0.003659938,50.61568402
0.003699814,50.64631569
0.00373991,50.64637258
0.003779816,50.68299969
0.003819879,50.68753217
0.003859814,50.71457804
0.003899856,50.72698834
0.003939806,50.75952562
0.003979829,50.75921801
0.004019807,50.78262725
0.004059809,50.80505672
0.004099789,50.81630797
0.0041398,50.84008811
0.004179771,50.8521527
0.00421979,50.89164341
0.00425974,50.88210321
0.004299796,50.92932106
0.004339705,50.9187216
0.004379801,50.94683734
0.004419686,50.98381487
0.004459767,50.9846687
0.004499689,51.00419695
0.004539749,51.00555121
0.00457969,51.04084197
0.004619719,51.07262446
0.004659667,51.06278367
0.004699724,51.09599307
0.004739643,51.11428959
0.004779706,51.14655391
0.004819621,51.15573484
0.004859695,51.159534
0.004899621,51.20142791
0.004939659,51.19386559
0.004979629,51.22200664
0.005019636,51.26409688
0.005059596,51.26202168
0.005099635,51.27937143
0.005139585,51.30054551
0.005179616,51.3195246
0.005219572,51.31958262
0.005259614,51.35307046
0.005299548,51.38333266
0.005339587,51.37774831
0.005379554,51.41868394
0.005419553,51.41715079
0.005459556,51.45970481
0.00549952,51.45244821
0.005539559,51.48797971
0.005579495,51.50625032
0.005619541,51.51077085
0.005659494,51.54323365
0.005699513,51.55144582
0.005739489,51.59256556
0.00577948,51.58010928
0.005819498,51.60402016
0.005859462,51.6426863
0.005899465,51.63109018
0.005939472,51.66827319
0.005979437,51.69698525
0.006019447,51.70144745
0.006059434,51.7200527
0.006099432,51.73759755
0.006139421,51.75625977
0.006179417,51.76310968
0.006219415,51.80848304
0.006259382,51.80142166
0.006299418,51.82972607
0.006339362,51.85128352
0.006379397,51.86547854
0.006419354,51.90583615
0.006459363,51.88518729
0.006499371,51.93262161
0.006539327,51.94239744
0.00657936,51.96248044
0.006619314,51.96451108
0.006659355,51.99870081
0.006699291,52.01956376
0.006739334,52.03685856
0.006779281,52.0453901
0.006819323,52.06633809
0.006859268,52.09297333
0.006899298,52.10316579
0.006939263,52.12755963
0.006979277,52.13746545
0.007019256,52.15924115
0.007059258,52.19169443
0.007099232,52.18566373
0.007139261,52.21562155
0.007179211,52.24817265
0.007219232,52.24603956
0.007259214,52.26699882
0.007299214,52.30152149
0.007339188,52.29594832
0.007379216,52.33254392
0.007419162,52.34849553
0.007459199,52.37048426
0.007499149,52.37625847
0.00753919,52.40472638
0.007579131,52.42375919
0.00761917,52.43398044
0.007659127,52.46613795
0.007699142,52.47039232
0.007739125,52.49139553
0.007779124,52.50941788
0.007819111,52.52243562
0.007859113,52.54854293
0.007899092,52.57677237
0.007939089,52.57669057
0.007979091,52.6093767
0.008019065,52.61946102
0.008059081,52.63847317
0.008099052,52.64764172
0.008139071,52.68266852
0.008179027,52.69387336
0.008219058,52.70427086
0.008259023,52.7354189
0.008299031,52.74725903
0.008339014,52.77200314
0.00837901,52.78513208
0.008419004,52.80633391
0.008458994,52.82878311
0.008498986,52.82970613
0.008538992,52.85831319
0.008578965,52.86746032
0.008618982,52.89610657
0.008658945,52.92338331
0.008698958,52.92997155
0.008738941,52.96035902
0.008778933,52.97166693
0.008818932,52.97311271
0.008858932,53.00501488
0.008898908,53.02672652
0.008938913,53.04591056
0.008978894,53.06765717
0.009018894,53.07541498
0.009058888,53.09952874
0.009098875,53.11333569
0.009138877,53.15360932
0.009178845,53.13832877
0.009218884,53.1716456
0.009258824,53.18814973
0.009298865,53.22653447
0.0093388,53.2093853
0.00937887,53.24513327
0.009418782,53.26855402
0.009458842,53.27637602
0.009498783,53.29583472
0.00953882,53.33041846
0.009578762,53.32680986
0.009618815,53.35428342
0.009658748,53.37132711
0.009698794,53.3821847
0.009738746,53.412998
0.009778765,53.4253058
0.009818739,53.45034918
0.009858743,53.46718279
0.009898727,53.47317508
0.009938736,53.50187653
0.009978707,53.5219301
0.010018717,53.53933586
0.010058695,53.55832137
0.0100987,53.57574334
0.010138683,53.5881934
0.010178688,53.60984399
0.010218667,53.62743419
0.010258672,53.64964813
0.010298652,53.6685409
0.010338656,53.68775587
0.010378638,53.69718044
0.010418646,53.72909787
0.010458615,53.73708453
0.010498636,53.75006102
0.010538609,53.78501254
0.010578606,53.79268811
0.010618602,53.80705389
0.010658595,53.8271035
0.010698586,53.84567825
0.01073858,53.86518454
0.010778571,53.88387748
0.010818565,53.89921973
0.010858559,53.92742249
0.010898543,53.945399
0.010938543,53.95724549
0.010978534,53.97840059
0.011018526,53.99160835
0.011058523,54.0162958
0.011098507,54.0354471
0.011138507,54.0542862
0.011178493,54.06545462
0.011218496,54.08756173
0.011258477,54.11116124
0.011298476,54.12700455
0.011338465,54.13798928
0.011378466,54.16524295
0.011418445,54.18147861
0.011458451,54.18980619
0.01149844,54.21408971
0.011538431,54.2423375
0.011578418,54.24872989
0.011618425,54.27807569
0.011658397,54.28884839
0.011698412,54.30506926
0.011738388,54.32106234
0.011778397,54.34506423
0.011818372,54.3579743
0.011858383,54.37788767
0.011898359,54.39830097
0.011938364,54.41530308
0.011978347,54.43880449
0.012018344,54.45262992
0.012058337,54.47334136
0.012098328,54.49010344
0.012138323,54.51303859
0.01217831,54.52218953
0.012218314,54.54421255
0.012258295,54.56670018
0.012298294,54.58254778
0.012338283,54.60031735
0.01237828,54.61600936
0.012418271,54.64022916
0.01245826,54.65446697
0.012498259,54.67618847
0.012538244,54.69795324
0.01257824,54.71173358
0.012618233,54.72057735
0.012658233,54.75215727
0.01269821,54.76681123
0.012738218,54.77928444
0.012778202,54.80948014
0.012818193,54.81892464
0.012858194,54.83833259
0.012898179,54.85602608
0.012938178,54.87583962
0.012978165,54.89237771
0.013018164,54.91019574
0.013058151,54.93440737
0.013098144,54.94631482
0.013138141,54.96663898
0.013178129,54.98355999
0.013218127,55.00040446
0.013258116,55.0224354
0.013298109,55.03527634
0.013338105,55.05633293
0.013378093,55.07757449
0.013418088,55.09471855
0.01345808,55.11160618
0.013498074,55.13013015
0.013538065,55.14954125
0.013578058,55.16663381
0.013618051,55.18416479
0.013658044,55.21130449
0.01369803,55.22402093
0.013738032,55.24859218
0.013778013,55.25907592
0.013818021,55.28155955
0.013857998,55.29155633
0.01389801,55.31766612
0.013937982,55.33836444
0.013977989,55.35112787
0.014017974,55.37142064
0.014057972,55.38402558
0.014097964,55.40486729
0.014137955,55.42683385
