0,0
2.50E-09,0.75
3.23E-09,0.969659858
4.70E-09,1.408979573
5.73E-09,1.717884715
6.27E-09,1.881189788
6.54E-09,1.962940784
6.87E-09,2.059940983
7.07E-09,2.119550341
7.30E-09,2.18962811
7.49E-09,2.246164786
7.67E-09,2.301272206
8.04E-09,2.411487044
8.35E-09,2.506367271
8.62E-09,2.586451635
9.16E-09,2.746620362
9.63E-09,2.888074582
1.00E-08,3
1.02E-08,3
1.04E-08,3
1.07E-08,3
1.11E-08,3
1.16E-08,3
1.23E-08,3
1.31E-08,3
1.43E-08,3
1.61E-08,3
1.96E-08,3
2.42E-08,3
2.90E-08,3
3.45E-08,3
4.05E-08,3
4.49E-08,3
5.00E-08,3
5.70E-08,3
6.65E-08,3
7.40E-08,3
8.05E-08,3
8.36E-08,3
8.59E-08,3
8.88E-08,3
9.10E-08,3
9.27E-08,3
9.46E-08,3
9.72E-08,3
9.83E-08,3
9.94E-08,3
1.01E-07,3
1.02E-07,3
1.04E-07,3
1.06E-07,3
1.07E-07,3
1.10E-07,3
1.14E-07,3
1.20E-07,3
1.27E-07,3
1.36E-07,3
1.46E-07,3
1.55E-07,3
1.63E-07,3
1.69E-07,3
1.73E-07,3
1.78E-07,3
1.81E-07,3
1.82E-07,3
1.83E-07,3
1.84E-07,3
1.85E-07,3
1.85E-07,3
1.86E-07,3
1.86E-07,3
1.87E-07,3
1.88E-07,3
1.88E-07,3
1.89E-07,3
1.90E-07,3
1.91E-07,3
1.92E-07,3
1.93E-07,3
1.94E-07,3
1.94E-07,3
1.95E-07,3
1.96E-07,3
1.97E-07,3
1.97E-07,3
1.97E-07,3
1.98E-07,3
1.98E-07,3
1.99E-07,3
1.99E-07,3
2.00E-07,3
2.01E-07,3
2.02E-07,3
2.02E-07,3
2.04E-07,3
2.05E-07,3
2.07E-07,3
2.09E-07,3
2.11E-07,3
2.14E-07,3
2.19E-07,3
2.26E-07,3
2.34E-07,3
2.44E-07,3
2.56E-07,3
2.72E-07,3
2.96E-07,3
3.36E-07,3
3.98E-07,3
5.04E-07,3
6.63E-07,3
8.36E-07,3
8.80E-07,3
8.96E-07,3
9.29E-07,3
9.39E-07,3
9.59E-07,3
9.84E-07,3
1.01E-06,3
1.01E-06,2.67989937
1.01E-06,2.236846347
1.01E-06,1.699009094
1.02E-06,1.205731312
1.02E-06,0.602421877
1.02E-06,0.301210938
1.02E-06,0.150605469
1.02E-06,0
1.02E-06,0
1.02E-06,0
1.02E-06,0
1.02E-06,0
1.02E-06,0
1.02E-06,0
1.02E-06,0
1.03E-06,0
1.03E-06,0
1.03E-06,0
1.03E-06,0
1.03E-06,0
1.03E-06,0
1.03E-06,0
1.04E-06,0
1.04E-06,0
1.04E-06,0
1.05E-06,0
1.06E-06,0
1.07E-06,0
1.10E-06,0
1.15E-06,0
1.24E-06,0
1.44E-06,0
1.71E-06,0
2.10E-06,0
2.23E-06,0
2.49E-06,0
2.73E-06,0
2.81E-06,0
2.96E-06,0
